symbol,name,sector,industry
IRFC,Indian Railway Finance Corporation Limited,,
IRIS,IRIS RegTech Solutions Limited,,
IRISDOREME,Iris Clothings Limited,,
IRMENERGY,IRM Energy Limited,,
ISFT,IntraSoft Technologies Limited,,
ISGEC,Isgec Heavy Engineering Limited,,
ISHAN,Ishan International Limited,,
ISHANCH,Ishan Dyes and Chemicals Limited,,
ITALIANE,Italian Edibles Limited,,
ITC,ITC Limited,,
ITCHOTELS,ITC Hotels Limited,,
ITDC,India Tourism Development Corporation Limited,,
ITI,ITI Limited,,
ITTL,Innovative Tyres & Tubes Limited,,
IVALUE,iValue Infosolutions Limited,,
IVC,IL&FS Investment Managers Limited,,
IVP,IVP Limited,,
IWARE,Iware Supplychain Services Limited,,
IWP,The Indian Wood Products Company Limited,,
IXIGO,Le Travenues Technology Limited,,
IZMO,IZMO Limited,,
JAGRAN,Jagran Prakashan Limited,,
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,,
JAIBALAJI,Jai Balaji Industries Limited,,
JAICORPLTD,Jai Corp Limited,,
JAINAM,Jainam Ferro Alloys (I) Limited,,
JAINIK,Jainik Power Cables Limited,,
JAINREC,Jain Resource Recycling Limited,,
JAIPURKURT,Nandani Creation Limited,,
JAKHARIA,Jakharia Fabric Limited,,
JAMNAAUTO,Jamna Auto Industries Limited,,
JARO,Jaro Institute of Technology Management and Research Limited,,
JASH,Jash Engineering Limited,,
JAYAGROGN,Jayant Agro-Organics Limited,,
JAYBARMARU,Jay Bharat Maruti Limited,,
JAYBEE,Jay Bee Laminations Limited,,
JAYESH,Jayesh Logistics Limited,,
JAYKAY,Jaykay Enterprises Limited,,
JAYNECOIND,Jayaswal Neco Industries Limited,,
JAYSREETEA,Jay Shree Tea & Industries Limited,,
JBCHEPHARM,J. B. Chemicals & Pharmaceuticals Limited,,
JBMA,JBM Auto Limited,,
JETAIRWAYS,Jet Airways (India) Limited,,
JETFREIGHT,Jet Freight Logistics Limited,,
JETKNIT,Jet Knitwears Limited,,
JEYYAM,Jeyyam Global Foods Limited,,
JFLLIFE,JFL Life Sciences Limited,,
JGCHEM,J.G. Chemicals Limited,,
JHS,JHS Svendgaard Laboratories Limited,,
JINDALPHOT,Jindal Photo Limited,,
JINDALPOLY,Jindal Poly Films Limited,,
JINDALSAW,Jindal Saw Limited,,
JINDALSTEL,Jindal Steel Limited,,
JINDRILL,Jindal Drilling & Industries Limited,,
JINDWORLD,Jindal Worldwide Limited,,
JIOFIN,Jio Financial Services Limited,,
JISLDVREQS,Jain Irrigation Systems Limited,,
JISLJALEQS,Jain Irrigation Systems Limited,,
JITFINFRA,JITF Infralogistics Limited,,
JIWANRAM,Jiwanram Sheoduttrai Industries Limited,,
JKCEMENT,J.K. Cement Limited,,
JKIL,J. Kumar Infraprojects Limited,,
JKIPL,Jinkushal Industries Limited,,
JKLAKSHMI,JK Lakshmi Cement Limited,,
JKPAPER,JK Paper Limited,,
JKTYRE,JK Tyre & Industries Limited,,
JLHL,Jupiter Life Line Hospitals Limited,,
JMA,Jullundur Motor Agency (Delhi) Limited,,
JMFINANCIL,JM Financial Limited,,
JNKINDIA,JNK India Limited,,
JOCIL,Jocil Limited,,
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,,
JPPOWER,Jaiprakash Power Ventures Limited,,
JSFB,Jana Small Finance Bank Limited,,
JSL,Jindal Stainless Limited,,
JSLL,Jeena Sikho Lifecare Limited,,
JSWCEMENT,JSW Cement Limited,,
JSWDULUX,JSW Dulux Limited,,
JSWENERGY,JSW Energy Limited,,
JSWHL,JSW Holdings Limited,,
JSWINFRA,JSW Infrastructure Limited,,
JSWSTEEL,JSW Steel Limited,,
JTEKTINDIA,JTEKT India Limited,,
JTLIND,JTL Industries Limited,,
JUBLCPL,Jubilant Agri and Consumer Products Limited,,
JUBLFOOD,Jubilant FoodWorks Limited,,
JUBLINGREA,Jubilant Ingrevia Limited,,
JUBLPHARMA,Jubilant Pharmova Limited,,
JUNIPER,Juniper Hotels Limited,,
JUSTDIAL,Just Dial Limited,,
JWL,Jupiter Wagons Limited,,
JYOTHYLAB,Jyothy Labs Limited,,
JYOTICNC,Jyoti CNC Automation Limited,,
JYOTIGLOBL,Jyoti Global Plast Limited,,
JYOTISTRUC,Jyoti Structures Limited,,
J_KBANK,Jammu and Kashmir Bank Limited,,
K2INFRA,K2 Infragen Limited,,
KABRAEXTRU,Kabra Extrusiontechnik Limited,,
KAJARIACER,Kajaria Ceramics Limited,,
KAKATCEM,Kakatiya Cement Sugar and Industries Limited,,
KALAMANDIR,Sai Silks (Kalamandir) Limited,,
KALANA,Kalana Ispat Limited,,
KALPATARU,Kalpataru Limited,,
KALYANIFRG,Kalyani Forge Limited,,
KALYANKJIL,Kalyan Jewellers India Limited,,
KAMAHOLD,KAMA Holdings Limited,,
KAMATHOTEL,Kamat Hotels (India) Limited,,
KAMDHENU,Kamdhenu Limited,,
KAMOPAINTS,Kamdhenu Ventures Limited,,
KANANIIND,Kanani Industries Limited,,
KANCHI,Kanchi Karpooram Limited,,
KANDARP,Kandarp Digi Smart BPO Limited,,
KANORICHEM,Kanoria Chemicals & Industries Limited,,
KANPRPLA,Kanpur Plastipack Limited,,
KANSAINER,Kansai Nerolac Paints Limited,,
KAPSTON,Kapston Services Limited,,
KARMAENG,Karma Energy Limited,,
KARNIKA,Karnika Industries Limited,,
KARURVYSYA,The Karur Vysya Bank Limited,,
KATARIA,Kataria Industries Limited,,
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,,
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,,
KAYA,Kaya Limited,,
KAYNES,Kaynes Technology India Limited,,
KAYTEX,Kaytex Fabrics Limited,,
KCEIL,Kay Cee Energy & Infra Limited,,
KCK,Kck Industries Limited,,
KCP,The KCP Limited,,
KCPSUGIND,K.C.P. Sugar and Industries Corporation Limited,,
KDDL,KDDL Limited,,
KDL,Kore Digital Limited,,
KEC,KEC International Limited,,
KECL,Kirloskar Electric Company Limited,,
KEEPLEARN,DSJ Keep Learning Limited,,
KEI,KEI Industries Limited,,
KEL,Visdem Technosys Limited,,
KELLTONTEC,Kellton Tech Solutions Limited,,
KEN,Ken Enterprises Limited,,
KENNAMET,Kennametal India Limited,,
KERNEX,Kernex Microsystems (India) Limited,,
KESORAMIND,Kesoram Industries Limited,,
KEYFINSERV,Keynote Financial Services Limited,,
KFINTECH,KFin Technologies Limited,,
KHADIM,Khadim India Limited,,
KHAICHEM,Khaitan Chemicals and Fertilizers Limited,,
KHAITANLTD,Khaitan (India) Limited,,
KHANDSE,Khandwala Securities Limited,,
KHFM,KHFM Hospitality and Facility Management Services Limited,,
KICL,Kalyani Investment Company Limited,,
KILITCH,Kilitch Drugs (India) Limited,,
KIMS,Krishna Institute of Medical Sciences Limited,,
KINGFA,Kingfa Science & Technology (India) Limited,,
KIOCL,KIOCL Limited,,
KIRANVYPAR,Kiran Vyapar Limited,,
KIRIINDUS,Kiri Industries Limited,,
KIRLFER,Kirloskar Ferrous Industries Limited,,
KIRLOSBROS,Kirloskar Brothers Limited,,
KIRLOSENG,Kirloskar Oil Engines Limited,,
KIRLOSIND,Kirloskar Industries Limited,,
KIRLPNU,Kirloskar Pneumatic Company Limited,,
KISSHT,OnEMI Technology Solutions Limited,,
KITEX,Kitex Garments Limited,,
KKCL,Kewal Kiran Clothing Limited,,
KKJEWELS,Kabra Jewels Limited,,
KKVAPOW,KKV Agro Powers Limited,,
KLL,Kaushalya Logistics Limited,,
KMEW,Knowledge Marine & Engineering Works Limited,,
KMSUGAR,K.M. Sugar Mills Limited,,
KNACK,Knack Packaging Limited,,
KNAGRI,KN Agri Resources Limited,,
KNRCON,KNR Constructions Limited,,
KODYTECH,Kody Technolab Limited,,
KOHINOOR,Kohinoor Foods Limited,,
KOKUYOCMLN,Kokuyo Camlin Limited,,
KOLTEPATIL,Kolte-Patil Developers Limited,,
KONSTELEC,Konstelec Engineers Limited,,
KONTOR,Kontor Space Limited,,
KOPRAN,Kopran Limited,,
KORE,Jay Jalaram Technologies Limited,,
KOTAKBANK,Kotak Mahindra Bank Limited,,
KOTARISUG,Kothari Sugars and Chemicals Limited,,
KOTHARIPET,Kothari Petrochemicals Limited,,
KOTHARIPRO,Kothari Products Limited,,
KOTIC,Kothari Industrial Corporation Limited,,
KOTYARK,Kotyark Industries Limited,,
KOVAI,Kovai Medical Center and Hospital Limited,,
KPEL,K.P. Energy Limited,,
KPIGREEN,KPI Green Energy Limited,,
KPIL,Kalpataru Projects International Limited,,
KPITTECH,KPIT Technologies Limited,,
KPL,Kwality Pharmaceuticals Limited,,
KPRMILL,K.P.R. Mill Limited,,
KRBL,KRBL Limited,,
KREBSBIO,Krebs Biochemicals & Industries Limited,,
KRIDHANINF,Kridhan Infra Limited,,
KRISHANA,Krishana Phoschem Limited,,
KRISHCA,Krishca Strapping Solutions Limited,,
KRISHIVAL,Krishival Foods Limited,,
KRISHNADEF,Krishna Defence and Allied Industries Limited,,
KRISHPP,Krishival Foods Limited,,
KRITI,Kriti Industries (India) Limited,,
KRITIKA,Kritika Wires Limited,,
KRITINUT,Kriti Nutrients Limited,,
KRMAYURVED,KRM Ayurveda Limited,,
KRN,KRN Heat Exchanger and Refrigeration Limited,,
KRONOX,Kronox Lab Sciences Limited,,
KROSS,Kross Limited,,
KRSNAA,Krsnaa Diagnostics Limited,,
KRT,Knowledge Realty Trust,,
KRYSTAL,Krystal Integrated Services Limited,,
KSB,KSB Limited,,
KSCL,Kaveri Seed Company Limited,,
KSHINTL,KSH International Limited,,
KSHITIJPOL,Kshitij Polyline Limited,,
KSL,Kalyani Steels Limited,,
KSOLVES,Ksolves India Limited,,
KSR,KSR Footwear Limited,,
KTKBANK,The Karnataka Bank Limited,,
KTL,Kalahridhaan Trendz Limited,,
KUANTUM,Kuantum Papers Limited,,
KUSUMGAR,Kusumgar Limited,,
KWIL,Kwality Walls (India) Limited,,
LAGNAM,Lagnam Spintex Limited,,
LAHOTIOV,Lahoti Overseas Limited,,
LAKSHYA,Lakshya Powertech Limited,,
LAL,Lorenzini Apparels Limited,,
LALPATHLAB,Dr. Lal PathLabs Limited,,
LAMBODHARA,Lambodhara Textiles Limited,,
LAMOSAIC,Lamosaic India Limited,,
LANCORHOL,Lancor Holdings Limited,,
LANDMARK,Landmark Cars Limited,,
LANDSMILL,Landsmill Green Limited,,
LAOPALA,La Opala RG Limited,,
LASA,Lasa Supergenerics Limited,,
LASERPOWER,Laser Power & Infra Limited,,
LATENTVIEW,Latent View Analytics Limited,,
LATTEYS,Latteys Industries Limited,,
LAURUSLABS,Laurus Labs Limited,,
LAXMICOT,Laxmi Cotspin Limited,,
LAXMIDENTL,Laxmi Dental Limited,,
LAXMIINDIA,Laxmi India Finance Limited,,
LCCINFOTEC,LCC Infotech Limited,,
LCL,Lohia Corp Limited,,
LEMERITE,Le Merite Exports Limited,,
LEMONTREE,Lemon Tree Hotels Limited,,
LENSKART,Lenskart Solutions Limited,,
LEXUS,Lexus Granito (India) Limited,,
LFIC,Lakshmi Finance & Industrial Corporation Limited,,
LGBBROSLTD,L.G. Balakrishnan & Bros Limited,,
LGEINDIA,LG Electronics India Limited,,
LGHL,Laxmi Goldorna House Limited,,
LIBAS,Libas Consumer Products Limited,,
LIBERTSHOE,Liberty Shoes Ltd.,,
LICHSGFIN,LIC Housing Finance Limited,,
LICI,Life Insurance Corporation of India,,
LIKHITHA,Likhitha Infrastructure Limited,,
LINC,Linc Limited,,
LINCOLN,Lincoln Pharmaceuticals Limited,,
LINDEINDIA,Linde India Limited,,
LLOYDPP,Lloyds Enterprises Limited,,
LLOYDS,Lloyds Luxuries Limited,,
LLOYDSENGG,Lloyds Engineering Works Limited,,
LLOYDSENT,Lloyds Enterprises Limited,,
LLOYDSME,Lloyds Metals and Energy Limited,,
LMW,LMW Limited,,
LODHA,Lodha Developers Limited,,
LOKESHMACH,Lokesh Machines Limited,,
LORDSCHLO,Lords Chloro Alkali Limited,,
LOTUSDEV,Sri Lotus Developers and Realty Limited,,
LOTUSEYE,Lotus Eye Hospital and Institute Limited,,
LOVABLE,Lovable Lingerie Limited,,
LOYALTEX,Loyal Textile Mills Limited,,
LPDC,Landmark Property Development Company Limited,,
LRRPL,Lead Reclaim and Rubber Products Limited,,
LT,Larsen & Toubro Limited,,
LTF,L&T Finance Limited,,
LTFOODS,LT Foods Limited,,
LTM,LTM Limited,,
LTTS,L&T Technology Services Limited,,
LUMAXIND,Lumax Industries Limited,,
LUMAXTECH,Lumax Auto Technologies Limited,,
LUPIN,Lupin Limited,,
LUXIND,Lux Industries Limited,,
LXCHEM,Laxmi Organic Industries Limited,,
LYKALABS,Lyka Labs Limited,,
MAANALU,Maan Aluminium Limited,,
MACOBSTECH,Macobs Technologies Limited,,
MACPOWER,Macpower CNC Machines Limited,,
MADHAV,Madhav Marbles and Granites Limited,,
MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,,
MADHAVIPL,Madhav Infra Projects Limited,,
MADHUCON,Madhucon Projects Limited,,
MADHUSUDAN,Madhusudan Masala Limited,,
MADRASFERT,Madras Fertilizers Limited,,
MAFATIND,Mafatlal Industries Limited,,
MAGADSUGAR,Magadh Sugar & Energy Limited,,
MAGNUM,Magnum Ventures Limited,,
MAGSON,Magson Retail and Distribution Limited,,
MAHABANK,Bank of Maharashtra,,
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,,
MAHASTEEL,Mahamaya Steel Industries Limited,,
MAHEPC,Mahindra EPC Irrigation Limited,,
MAHESHWARI,Maheshwari Logistics Limited,,
MAHICKRA,Mahickra Chemicals Limited,,
MAHLIFE,Mahindra Lifespace Developers Limited,,
MAHLOG,Mahindra Logistics Limited,,
MAHSCOOTER,Maharashtra Scooters Ltd.,,
MAHSEAMLES,Maharashtra Seamless Limited,,
MAITHANALL,Maithan Alloys Limited,,
MAITREYA,Maitreya Medicare Limited,,
MAJESAUT,Majestic Auto Limited,,
MAKS,Maks Energy Solutions India Limited,,
MAL,Mangalam Alloys Limited,,
MALLCOM,Mallcom (India) Limited,,
MALUPAPER,Malu Paper Mills Limited,,
MAMATA,Mamata Machinery Limited,,
MANAKALUCO,Manaksia Aluminium Company Limited,,
MANAKCOAT,Manaksia Coated Metals & Industries Limited,,
MANAKSIA,Manaksia Limited,,
MANAKSTEEL,Manaksia Steels Limited,,
MANALIPETC,Manali Petrochemicals Limited,,
MANAPPURAM,Manappuram Finance Limited,,
MANAV,Manav Infra Projects Limited,,
MANBA,Manba Finance Limited,,
MANCREDIT,Mangal Credit and Fincorp Limited,,
MANDEEP,Mandeep Auto Industries Limited,,
MANGALAM,Mangalam Drugs & Organics Limited,,
MANGLMCEM,Mangalam Cement Limited,,
MANILAM,Manilam Industries India Limited,,
MANINDS,Man Industries (India) Limited,,
MANINFRA,Man Infraconstruction Limited,,
MANKIND,Mankind Pharma Limited,,
MANOMAY,Manomay Tex India Limited,,
MANORAMA,Manorama Industries Limited,,
MANORG,Mangalam Organics Limited,,
MANUGRAPH,Manugraph India Limited,,
MANYAVAR,Vedant Fashions Limited,,
MAPMYINDIA,C. E. Info Systems Limited,,
MARALOVER,Maral Overseas Limited,,
MARATHON,Marathon Nextgen Realty Limited,,
MARC,Marc Technocrats Limited,,
MARCO,Marco Cables & Conductors Limited,,
MARICO,Marico Limited,,
MARINE,Marine Electricals (India) Limited,,
MARINETRAN,Marinetrans India Limited,,
MARKOLINES,Markolines Pavement Technologies Limited,,
MARKSANS,Marksans Pharma Limited,,
MARSHALL,Marshall Machines Limited,,
MARSONS,Marsons Limited,,
MARUSHIKA,Marushika Technology Limited,,
MARUTI,Maruti Suzuki India Limited,,
MASFIN,MAS Financial Services Limited,,
MASKINVEST,Mask Investments Limited,,
MASON,Mason Infratech Limited,,
MASTEK,Mastek Limited,,
MASTER,Master Components Limited,,
MASTERTR,Master Trust Limited,,
MATRIMONY,Matrimony.com Limited,,
MAWANASUG,Mawana Sugars Limited,,
MAXESTATES,Max Estates Limited,,
MAXHEALTH,Max Healthcare Institute Limited,,
MAXIND,Max India Limited,,
MAXPOSURE,Maxposure Limited,,
MAXVOLT,Maxvolt Energy Industries Limited,,
MAYASHEEL,Mayasheel Ventures Limited,,
MAYURUNIQ,Mayur Uniquoters Limited,,
MAZDA,Mazda Limited,,
MAZDOCK,Mazagon Dock Shipbuilders Limited,,
MBAPL,Madhya Bharat Agro Products Limited,,
MBECL,McNally Bharat Engineering Company Limited,,
MBEL,M & B Engineering Limited,,
MBLINFRA,MBL Infrastructures Limited,,
MCL,M Tek Copper Limited,,
MCLEODRUSS,McLeod Russel India Limited,,
MCLOUD,Magellanic Cloud Limited,,
MCON,MCON Rasayan India Limited,,
MCX,Multi Commodity Exchange of India Limited,,
MDL,Marvel Decor Limited,,
MEDANTA,Global Health Limited,,
MEDIASSIST,Medi Assist Healthcare Services Limited,,
MEDICAMEQ,Medicamen Biotech Limited,,
MEDICO,Medico Remedies Limited,,
MEDIORG,Medicamen Organics Limited,,
MEDISTEP,Medistep Healthcare Limited,,
MEDPLUS,MedPlus Health Services Limited,,
MEESHO,Meesho Limited,,
MEGAFLEX,Mega Flex Plastics Limited,,
MEGASTAR,Megastar Foods Limited,,
MEGATHERM,Megatherm Induction Limited,,
MEIL,Mangal Electrical Industries Limited,,
MENNPIS,Menon Pistons Limited,,
MENONBE,Menon Bearings Limited,,
MEP,MEP Infrastructure Developers Limited,,
MERCANTILE,Mercantile Ventures Limited,,
MERCURYEV,Mercury Ev-Tech Limited,,
METALIC,Metalic Technoforge Limited,,
METROBRAND,Metro Brands Limited,,
METROGLOBL,MetroGlobal Limited,,
METROPOLIS,Metropolis Healthcare Limited,,
MFML,Mahalaxmi Fabric Mills Limited,,
MFSL,Max Financial Services Limited,,
MGEL,Mangalam Global Enterprise Limited,,
MGL,Mahanagar Gas Limited,,
MGSL,Matrix Geo Solutions Limited,,
MHHL,Mohini Health & Hygiene Limited,,
MHLXMIRU,Mahalaxmi Rubtech Limited,,
MHRIL,Mahindra Holidays & Resorts India Limited,,
MICEL,MIC Electronics Limited,,
MICROPRO,Micropro Software Solutions Limited,,
MIDHANI,Mishra Dhatu Nigam Limited,,
MIDWESTLTD,Midwest Limited,,
MIEL,Manglam Infra & Engineering Limited,,
MILTON,Milton Industries Limited,,
MINDACORP,Minda Corporation Limited,,
MINDPOOL,Mindpool Technologies Limited,,
MINDSPACE,Mindspace Business Parks REIT,,
MINDTECK,Mindteck (India) Limited,,
MIRZAINT,Mirza International Limited,,
MITCON,MITCON Consultancy & Engineering Services Limited,,
MITTAL,Mittal Life Style Limited,,
MKPL,M. K. Proteins Limited,,
MMEL,Moving Media Entertainment Limited,,
MMFL,M M Forgings Limited,,
MMP,MMP Industries Limited,,
MMTC,MMTC Limited,,
MMWL,Media Matrix Worldwide Limited,,
MOBIKWIK,One MobiKwik Systems Limited,,
MOBILISE,Mobilise App Lab Limited,,
MODINATUR,Modi Naturals Limited,,
MODIRUBBER,Modi Rubber Limited,,
MODIS,Modi's Navnirman Limited,,
MODISONLTD,Modison Limited,,
MODTHREAD,Modern Threads (India) Limited,,
MOHITIND,Mohit Industries Limited,,
MOIL,MOIL Limited,,
MOKSH,Moksh Ornaments Limited,,
MOL,Meghmani Organics Limited,,
MOLDTECH,Mold-Tek Technologies Limited,,
MOLDTKPAC,Mold-Tek Packaging Limited,,
MONARCH,Monarch Networth Capital Limited,,
MONEYBOXX,Moneyboxx Finance Limited,,
MONOLITH,Monolithisch India Limited,,
MONOPHARMA,Mono Pharmacare Limited,,
MONTECARLO,Monte Carlo Fashions Limited,,
MORARJEE,Morarjee Textiles Limited,,
MOREPENLAB,Morepen Laboratories Limited,,
MOS,MOS Utility Limited,,
MOSCHIP,MosChip Technologies Limited,,
MOTHERSON,Samvardhana Motherson International Limited,,
MOTILALOFS,Motilal Oswal Financial Services Limited,,
MOTISONS,Motisons Jewellers Limited,,
MOTOGENFIN,The Motor & General Finance Limited,,
MOXSH,Moxsh Overseas Educon Limited,,
MPEL,Manas Polymers and Energies Limited,,
MPHASIS,Mphasis Limited,,
MPSLTD,MPS Limited,,
MPTODAY,Madhya Pradesh Today Media Limited,,
MRF,MRF Limited,,
MRIL,Mahendra Realtors & Infrastructure Limited,,
MRPL,Mangalore Refinery and Petrochemicals Limited,,
MSPL,MSP Steel & Power Limited,,
MSTCLTD,MSTC Limited,,
MSUMI,Motherson Sumi Wiring India Limited,,
MTARTECH,MTAR Technologies Limited,,
MTEDUCARE,MT Educare Limited,,
MTNL,Mahanagar Telephone Nigam Limited,,
MUFIN,Mufin Green Finance Limited,,
MUFTI,Credo Brands Marketing Limited,,
MUKANDLTD,Mukand Limited,,
MUKKA,Mukka Proteins Limited,,
MUKTAARTS,Mukta Arts Limited,,
MUNISH,Munish Forge Limited,,
MUNJALAU,Munjal Auto Industries Limited,,
MUNJALSHOW,Munjal Showa Limited,,
MURUDCERA,Murudeshwar Ceramics Ltd.,,
MUTHOOTCAP,Muthoot Capital Services Limited,,
MUTHOOTFIN,Muthoot Finance Limited,,
MUTHOOTMF,Muthoot Microfin Limited,,
MVGJL,Manoj Vaibhav Gems 'N' Jewellers Limited,,
MVKAGRO,M.V.K. Agro Food Product Limited,,
MWL,Mangalam Worldwide Limited,,
MYMUDRA,My Mudra Fincorp Limited,,
M_M,Mahindra & Mahindra Limited,,
M_MFIN,Mahindra & Mahindra Financial Services Limited,,
NACLIND,NACL Industries Limited,,
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,,
NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd.,,
NAGREEKEXP,Nagreeka Exports Limited,,
NAHARCAP,Nahar Capital and Financial Services Limited,,
NAHARINDUS,Nahar Industrial Enterprises Limited,,
NAHARPOLY,Nahar Poly Films Limited,,
NAHARSPING,Nahar Spinning Mills Limited,,
NAM.INDIA,Nippon Life India Asset Management Limited,,
NAMAN,Naman In-Store (India) Limited,,
NAMOEWASTE,Namo eWaste Management Limited,,
NARMADA,Narmada Agrobase Limited,,
NATCAPSUQ,Natural Capsules Limited,,
NATCOPHARM,NATCO Pharma Limited,,
NATHBIOGEN,Nath Bio-Genes (India) Limited,,
NATIONALUM,National Aluminium Company Limited,,
NATIONSTD,National Standard (India) Limited,,
NAUKRI,Info Edge (India) Limited,,
NAVA,Nava Limited,,
NAVINFLUOR,Navin Fluorine International Limited,,
NAVKARCORP,Navkar Corporation Limited,,
NAVKARURB,Navkar Urbanstructure Limited,,
NAVNETEDUL,Navneet Education Limited,,
NAZARA,Nazara Technologies Limited,,
NBCC,NBCC (India) Limited,,
NBIFIN,N.B.I. Industrial Finance Company Limited,,
NCC,NCC Limited,,
NCLIND,NCL Industries Limited,,
NDGL,Naga Dhunseri Group Limited,,
NDL,Nandan Denim Limited,,
NDLVENTURE,NDL Ventures Limited,,
NDRAUTO,NDR Auto Components Limited,,
NDTV,New Delhi Television Limited,,
NEAGI,Neelamalai Agro Industries Limited,,
NECCLTD,North Eastern Carrying Corporation Limited,,
NECLIFE,Nectar Lifesciences Limited,,
NEELAM,Neelam Linens and Garments (India) Limited,,
NELCAST,Nelcast Limited,,
NELCO,Nelco Limited,,
NEOCHEM,Neochem Bio Solutions Limited,,
NEOGEN,Neogen Chemicals Limited,,
NEPHROCARE,Nephro Care India Limited,,
NEPHROPLUS,Nephrocare Health Services Limited,,
NEPTUNE,Neptune Petrochemicals Limited,,
NESCO,Nesco Limited,,
NESTLEIND,Nestlé India Limited,,
NETWEB,Netweb Technologies India Limited,,
NETWORK18,Network18 Media & Investments Limited,,
NEUEON,Neueon Corporation Limited,,
NEULANDLAB,Neuland Laboratories Limited,,
NEWGEN,Newgen Software Technologies Limited,,
NEWJAISA,Newjaisa Technologies Limited,,
NEXTMEDIA,Next Mediaworks Limited,,
NFL,National Fertilizers Limited,,
NFPSAMPOOR,NFP Sampoorna Foods Limited,,
NGIL,Nakoda Group of Industries Limited,,
NGILPP1,Nakoda Group of Industries Limited,,
NGLFINE,NGL Fine-Chem Limited,,
NH,Narayana Hrudayalaya Limited,,
NHPC,NHPC Limited,,
NIACL,The New India Assurance Company Limited,,
NIBE,Nibe Limited,,
NIBL,NRB Industrial Bearings Limited,,
NIDAN,Nidan Laboratories and Healthcare Limited,,
NIITLTD,NIIT Limited,,
NIITMTS,NIIT Learning Systems Limited,,
NIKITA,Nikita Papers Limited,,
NILAINFRA,Nila Infrastructures Limited,,
NILASPACES,Nila Spaces Limited,,
NILE,Nile Limited,,
NILKAMAL,Nilkamal Limited,,
NIMBSPROJ,Nimbus Projects Limited,,
NINSYS,NINtec Systems Limited,,
NIPPOBATRY,Indo National Limited,,
NIRAJ,Niraj Cement Structurals Limited,,
NIRLON,Nirlon Limited,,
NIRMAN,Nirman Agri Genetics Limited,,
NITCO,NITCO Limited,,
NITINSPIN,Nitin Spinners Limited,,
NITIRAJ,Nitiraj Engineers Limited,,
NITTAGELA,Nitta Gelatin India Limited,,
NIVABUPA,Niva Bupa Health Insurance Company Limited,,
NKIND,N.K Industries Limited,,
NLCINDIA,NLC India Limited,,
NMDC,NMDC Limited,,
NMSTEEL,NewMalayalam Steel Limited,,
NOCIL,NOCIL Limited,,
NOIDATOLL,Noida Toll Bridge Company Limited,,
NORBTEAEXP,Norben Tea & Exports Limited,,
NORTHARC,Northern Arc Capital Limited,,
NOVAAGRI,Nova Agritech Limited,,
NOVARTIND,Novartis India Limited,,
NPST,Network People Services Technologies Limited,,
NRAIL,N R Agarwal Industries Limited,,
NRBBEARING,NRB Bearings Limited,,
NRL,Nupur Recyclers Limited,,
NRVANDANA,N R Vandana Tex Industries Limited,,
NSIL,Nalwa Sons Investments Limited,,
NSLNISP,NMDC Steel Limited,,
NTPC,NTPC Limited,,
NTPCGREEN,NTPC Green Energy Limited,,
NUCLEUS,Nucleus Software Exports Limited,,
NURECA,Nureca Limited,,
NUVAMA,Nuvama Wealth Management Limited,,
NUVOCO,Nuvoco Vistas Corporation Limited,,
NXST,Nexus Select Trust,,
NYKAA,FSN E-Commerce Ventures Limited,,
OAL,Oriental Aromatics Limited,,
OBCL,OBCL Limited,,
OBEROIRLTY,Oberoi Realty Limited,,
OBSCP,OBSC Perfection Limited,,
OCCLLTD,OCCL Limited,,
ODIGMA,Odigma Consultancy Solutions Limited,,
OFSS,Oracle Financial Services Software Limited,,
OIL,Oil India Limited,,
OILCOUNTUB,Oil Country Tubular Limited,,
OLAELEC,Ola Electric Mobility Limited,,
OLECTRA,Olectra Greentech Limited,,
OLIL,Oneclick Logistics India Limited,,
OMAXAUTO,Omax Autos Limited,,
OMAXE,Omaxe Limited,,
OMFREIGHT,Om Freight Forwarders Limited,,
OMFURN,Omfurn India Limited,,
OMINFRAL,Om Infra Limited,,
OMKARCHEM,Omkar Speciality Chemicals Limited,,
OMNI,Omnitech Engineering Limited,,
OMPOWER,Om Power Transmission Limited,,
ONDOOR,On Door Concepts Limited,,
ONELIFECAP,Onelife Capital Advisors Limited,,
ONEPOINT,One Point One Solutions Limited,,
ONESOURCE,OneSource Specialty Pharma Limited,,
ONGC,Oil and Natural Gas Corporation Limited,,
ONIDA,Onida Electronics Limited,,
ONMOBILE,OnMobile Global Limited,,
ONWARDTEC,Onward Technologies Limited,,
ONYX,Onyx Biotec Limited,,
OPTIEMUS,Optiemus Infracom Limited,,
OPTIVALUE,Optivalue Tek Consulting Limited,,
ORBTEXP,Orbit Exports Limited,,
ORCHASP,Orchasp Limited,,
ORCHPHARMA,Orchid Pharma Limited,,
ORIANA,Oriana Power Limited,,
ORICONENT,Oricon Enterprises Limited,,
ORIENTALTL,Oriental Trimex Limited,,
ORIENTBELL,Orient Bell Limited,,
ORIENTCEM,Orient Cement Limited,,
