provider_symbol,symbol,sector,industry,source
CYPH,CYPH,Financial Services,Asset Management,
CYRX,CYRX,Industrials,Integrated Freight & Logistics,
CYTK,CYTK,Healthcare,Biotechnology,
CZFS,CZFS,Financial Services,Banks—Regional,
CZNC,CZNC,Financial Services,Banks—Regional,
CZR,CZR,Consumer Cyclical,Resorts & Casinos,
CZWI,CZWI,Financial Services,Banks—Regional,
D,D,Utilities,,
DAC,DAC,Industrials,Marine Shipping,
DAIC,DAIC,Technology,Information Technology Services,
DAIO,DAIO,Technology,Electronic Components,
DAKT,DAKT,Technology,Electronic Components,
DAL,DAL,Industrials,,
DAN,DAN,Consumer Cyclical,Auto Parts,
DAO,DAO,Consumer Defensive,Education & Training Services,
DAR,DAR,Consumer Defensive,Packaged Foods,
DARE,DARE,Healthcare,Biotechnology,
DASH,DASH,Consumer Cyclical,,
DAVA,DAVA,Technology,Software—Infrastructure,
DAVE,DAVE,Technology,Software—Application,
DB,DB,Financial Services,Banks—Regional,
DBD,DBD,Technology,Software—Application,
DBI,DBI,Consumer Cyclical,Footwear & Accessories,
DBL,DBL,Financial Services,Asset Management,
DBRG,DBRG,Financial Services,Asset Management,
DBVT,DBVT,Healthcare,Biotechnology,
DBX,DBX,Technology,Software—Infrastructure,
DCBO,DCBO,Technology,Software—Application,
DCGO,DCGO,Healthcare,Medical Care Facilities,
DCH,DCH,Consumer Cyclical,Auto Parts,
DCI,DCI,Industrials,Specialty Industrial Machinery,
DCO,DCO,Industrials,Aerospace & Defense,
DCOM,DCOM,Financial Services,Banks—Regional,
DCTH,DCTH,Healthcare,Medical Devices,
DCX,DCX,Consumer Cyclical,Auto Manufacturers,
DD,DD,Basic Materials,,
DDC,DDC,Consumer Defensive,Packaged Foods,
DDD,DDD,Technology,Computer Hardware,
DDI,DDI,Communication Services,Electronic Gaming & Multimedia,
DDL,DDL,Consumer Defensive,Grocery Stores,
DDOG,DDOG,Technology,,
DDS,DDS,Consumer Cyclical,Department Stores,
DE,DE,Industrials,,
DEA,DEA,Real Estate,REIT—Office,
DEC,DEC,Energy,Oil & Gas Integrated,
DECK,DECK,Consumer Cyclical,,
DEFT,DEFT,Financial Services,Capital Markets,
DEI,DEI,Real Estate,REIT—Office,
DELL,DELL,Technology,,
DEO,DEO,Consumer Defensive,Beverages—Wineries & Distilleries,
DERM,DERM,Healthcare,Drug Manufacturers—Specialty & Generic,
DETX,DETX,Industrials,Security & Protection Services,
DFDV,DFDV,Financial Services,Asset Management,
DFH,DFH,Consumer Cyclical,Residential Construction,
DFIN,DFIN,Technology,Software—Application,
DFLI,DFLI,Industrials,Electrical Equipment & Parts,
DFNS,DFNS,Industrials,Aerospace & Defense,
DFSC,DFSC,Industrials,Aerospace & Defense,
DG,DG,Consumer Defensive,,
DGICA,DGICA,Financial Services,Insurance—Property & Casualty,
DGICB,DGICB,Financial Services,Insurance—Property & Casualty,
DGII,DGII,Technology,Communication Equipment,
DGNX,DGNX,Industrials,Consulting Services,
DGX,DGX,Healthcare,,
DGXX,DGXX,Utilities,Utilities—Independent Power Producers,
DH,DH,Healthcare,Health Information Services,
DHC,DHC,Real Estate,REIT—Healthcare Facilities,
DHF,DHF,Financial Services,Asset Management,
DHI,DHI,Consumer Cyclical,,
DHR,DHR,Healthcare,,
DHT,DHT,Energy,Oil & Gas Midstream,
DHX,DHX,Technology,Software—Application,
DIBS,DIBS,Communication Services,Internet Content & Information,
DIN,DIN,Consumer Cyclical,Restaurants,
DINO,DINO,Energy,Oil & Gas Refining & Marketing,
DIOD,DIOD,Technology,Semiconductors,
DIS,DIS,Communication Services,,
DIT,DIT,Consumer Defensive,Food Distribution,
DJCO,DJCO,Technology,Software—Application,
DJT,DJT,Communication Services,Internet Content & Information,
DK,DK,Energy,Oil & Gas Refining & Marketing,
DKI,DKI,Communication Services,Electronic Gaming & Multimedia,
DKL,DKL,Energy,Oil & Gas Refining & Marketing,
DKNG,DKNG,Consumer Cyclical,Gambling,
DKS,DKS,Consumer Cyclical,Specialty Retail,
DLB,DLB,Industrials,Specialty Business Services,
DLHC,DLHC,Industrials,Specialty Business Services,
DLNG,DLNG,Energy,Oil & Gas Midstream,
DLO,DLO,Technology,Software—Infrastructure,
DLPN,DLPN,Communication Services,Advertising Agencies,
DLR,DLR,Real Estate,,
DLTH,DLTH,Consumer Cyclical,Apparel Retail,
DLTR,DLTR,Consumer Defensive,,
DLX,DLX,Industrials,Conglomerates,
DLXY,DLXY,Energy,Oil & Gas Refining & Marketing,
DMA,DMA,Financial Services,Asset Management,
DMAAU,DMAAU,Financial Services,Shell Companies,
DMC,DMC,Consumer Defensive,Farm Products,
DMIIU,DMIIU,Financial Services,Shell Companies,
DMLP,DMLP,Energy,Oil & Gas E&P,
DMRC,DMRC,Technology,Software—Application,
DNA,DNA,Healthcare,Biotechnology,
DNLI,DNLI,Healthcare,Biotechnology,
DNN,DNN,Energy,Uranium,
DNOW,DNOW,Industrials,Industrial Distribution,
DNP,DNP,Financial Services,Asset Management,
DNTH,DNTH,Healthcare,Biotechnology,
DNUT,DNUT,Consumer Defensive,Grocery Stores,
DOC,DOC,Real Estate,,
DOCN,DOCN,Technology,Software—Infrastructure,
DOCS,DOCS,Healthcare,Health Information Services,
DOCU,DOCU,Technology,Software—Application,
DOGZ,DOGZ,Consumer Cyclical,Leisure,
DOLE,DOLE,Consumer Defensive,Farm Products,
DOMH,DOMH,Financial Services,Capital Markets,
DOMO,DOMO,Technology,Software—Application,
DOO,DOO,Consumer Cyclical,Recreational Vehicles,
DORM,DORM,Consumer Cyclical,Auto Parts,
DOUG,DOUG,Real Estate,Real Estate Services,
DOV,DOV,Industrials,,
DOW,DOW,Basic Materials,,
DOX,DOX,Technology,Software—Infrastructure,
DOYU,DOYU,Communication Services,Internet Content & Information,
DPRO,DPRO,Technology,Computer Hardware,
DPU,DPU,Industrials,,
DPZ,DPZ,Consumer Cyclical,,
DQ,DQ,Technology,Semiconductor Equipment & Materials,
DRCT,DRCT,Communication Services,Advertising Agencies,
DRD,DRD,Basic Materials,Gold,
DRH,DRH,Real Estate,REIT—Hotel & Motel,
DRI,DRI,Consumer Cyclical,,
DRIO,DRIO,Healthcare,Health Information Services,
DRS,DRS,Industrials,Aerospace & Defense,
DRVN,DRVN,Consumer Cyclical,Auto & Truck Dealerships,
DSGR,DSGR,Industrials,Industrial Distribution,
DSGX,DSGX,Technology,Software—Application,
DSM,DSM,Financial Services,Asset Management,
DSP,DSP,Technology,Software—Application,
DSS,DSS,Consumer Cyclical,Packaging & Containers,
DSWL,DSWL,Technology,Electronic Components,
DSX,DSX,Industrials,Marine Shipping,
DSY,DSY,Consumer Defensive,Household & Personal Products,
DT,DT,Technology,Software—Application,
DTCX,DTCX,Financial Services,Financial Data & Stock Exchanges,
DTE,DTE,Utilities,,
DTF,DTF,Financial Services,Asset Management,
DTI,DTI,Energy,Oil & Gas Equipment & Services,
DTIL,DTIL,Healthcare,Biotechnology,
DTM,DTM,Energy,Oil & Gas Midstream,
DTSS,DTSS,Technology,Software—Infrastructure,
DTST,DTST,Technology,Information Technology Services,
DUK,DUK,Utilities,,
DUK-PA,DUK-PA,Utilities,Utilities—Regulated Electric,
DUKR,DUKR,Industrials,Aerospace & Defense,
DUO,DUO,Real Estate,Real Estate Services,
DUOL,DUOL,Technology,Software—Application,
DUOT,DUOT,Technology,Software—Application,
DV,DV,Communication Services,Advertising Agencies,
DVA,DVA,Healthcare,,
DVLT,DVLT,Technology,Software—Infrastructure,
DVN,DVN,Energy,,
DWSN,DWSN,Energy,Oil & Gas Equipment & Services,
DX,DX,Real Estate,REIT—Mortgage,
DXC,DXC,Technology,Information Technology Services,
DXCM,DXCM,Healthcare,,
DXF,DXF,Financial Services,Credit Services,
DXLG,DXLG,Consumer Cyclical,Apparel Retail,
DXPE,DXPE,Industrials,Industrial Distribution,
DXR,DXR,Healthcare,Medical Instruments & Supplies,
DXST,DXST,Industrials,Waste Management,
DY,DY,Industrials,Engineering & Construction,
DYAI,DYAI,Healthcare,Biotechnology,
DYNC,DYNC,Financial Services,Shell Companies,
DYNCU,DYNCU,Financial Services,Shell Companies,
E,E,Energy,Oil & Gas Integrated,
EA,EA,Communication Services,,
EAF,EAF,Industrials,Electrical Equipment & Parts,
EARN,EARN,Financial Services,Asset Management,
EAT,EAT,Consumer Cyclical,Restaurants,
EBAY,EBAY,Consumer Cyclical,,
EBC,EBC,Financial Services,Banks—Regional,
EBF,EBF,Industrials,Business Equipment & Supplies,
EBMT,EBMT,Financial Services,Banks—Regional,
EBON,EBON,Technology,Computer Hardware,
EBS,EBS,Healthcare,Drug Manufacturers—Specialty & Generic,
EC,EC,Energy,Oil & Gas Integrated,
ECAT,ECAT,Financial Services,Asset Management,
ECBK,ECBK,Financial Services,Banks—Regional,
ECC,ECC,Financial Services,Asset Management,
ECC-PD,ECC-PD,Financial Services,Asset Management,
ECCC,ECCC,Financial Services,Asset Management,
ECG,ECG,Industrials,Engineering & Construction,
ECHO,ECHO,Communication Services,,
ECL,ECL,Basic Materials,,
ECO,ECO,Industrials,Marine Shipping,
ECOR,ECOR,Healthcare,Medical Devices,
ECPG,ECPG,Financial Services,Credit Services,
ECVT,ECVT,Basic Materials,Specialty Chemicals,
ECX,ECX,Consumer Cyclical,Auto Parts,
ED,ED,Utilities,,
EDBL,EDBL,Consumer Defensive,Farm Products,
EDD,EDD,Financial Services,Asset Management,
EDF,EDF,Financial Services,Asset Management,
EDHL,EDHL,Communication Services,Advertising Agencies,
EDIT,EDIT,Healthcare,Biotechnology,
EDN,EDN,Utilities,Utilities—Regulated Electric,
EDRY,EDRY,Industrials,Marine Shipping,
EDSA,EDSA,Healthcare,Biotechnology,
EDTK,EDTK,Consumer Defensive,Education & Training Services,
EDU,EDU,Consumer Defensive,Education & Training Services,
EDUC,EDUC,Communication Services,Publishing,
EE,EE,Energy,Oil & Gas Midstream,
EEA,EEA,Financial Services,Asset Management,
EEFT,EEFT,Technology,Software—Infrastructure,
EEIQ,EEIQ,Consumer Defensive,Education & Training Services,
EFC,EFC,Real Estate,REIT—Mortgage,
EFOI,EFOI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
EFOR,EFOR,Technology,Information Technology Services,
EFR,EFR,Financial Services,Asset Management,
EFSC,EFSC,Financial Services,Banks—Regional,
EFSI,EFSI,Financial Services,Banks—Regional,
EFT,EFT,Financial Services,Asset Management,
EFTY,EFTY,Industrials,,
EFX,EFX,Industrials,,
EFXT,EFXT,Energy,Oil & Gas Equipment & Services,
EG,EG,Financial Services,,
EGAN,EGAN,Technology,Software—Application,
EGBN,EGBN,Financial Services,Banks—Regional,
EGG,EGG,Industrials,Consulting Services,
EGHT,EGHT,Technology,Software—Application,
EGO,EGO,Basic Materials,Gold,
EGP,EGP,Real Estate,REIT—Industrial,
EGY,EGY,Energy,Oil & Gas E&P,
EH,EH,Industrials,Aerospace & Defense,
EHC,EHC,Healthcare,Medical Care Facilities,
EHGO,EHGO,Industrials,Business Equipment & Supplies,
EHLD,EHLD,Industrials,Marine Shipping,
EHTH,EHTH,Financial Services,Insurance Brokers,
EIC,EIC,Financial Services,Asset Management,
EIG,EIG,Financial Services,Insurance—Specialty,
EIM,EIM,Financial Services,Asset Management,
EIX,EIX,Utilities,,
EJH,EJH,Consumer Cyclical,Personal Services,
EL,EL,Consumer Defensive,,
ELA,ELA,Consumer Cyclical,Luxury Goods,
ELAB,ELAB,Healthcare,Biotechnology,
ELAN,ELAN,Healthcare,Drug Manufacturers—Specialty & Generic,
ELE,ELE,Basic Materials,Other Precious Metals & Mining,
ELF,ELF,Consumer Defensive,Household & Personal Products,
ELLO,ELLO,Utilities,Utilities—Renewable,
ELMD,ELMD,Healthcare,Medical Devices,
ELME,ELME,Real Estate,REIT—Residential,
ELMT,ELMT,Industrials,Aerospace & Defense,
ELOG,ELOG,Industrials,Integrated Freight & Logistics,
ELPC,ELPC,Utilities,Utilities—Regulated Electric,
ELPW,ELPW,Industrials,Electrical Equipment & Parts,
ELS,ELS,Real Estate,REIT—Residential,
ELSE,ELSE,Technology,Scientific & Technical Instruments,
ELTK,ELTK,Technology,Electronic Components,
ELTX,ELTX,Healthcare,Biotechnology,
ELUT,ELUT,Healthcare,Medical Devices,
ELV,ELV,Healthcare,,
ELVA,ELVA,Industrials,Electrical Equipment & Parts,
ELVR,ELVR,Basic Materials,Other Industrial Metals & Mining,
ELWT,ELWT,Communication Services,Telecom Services,
EMA,EMA,Utilities,Utilities—Regulated Electric,
EMAT,EMAT,Basic Materials,Other Industrial Metals & Mining,
EMBC,EMBC,Healthcare,Medical Instruments & Supplies,
EMBJ,EMBJ,Industrials,Aerospace & Defense,
EME,EME,Industrials,,
EMF,EMF,Financial Services,Asset Management,
EML,EML,Industrials,Tools & Accessories,
EMN,EMN,Basic Materials,Specialty Chemicals,
EMO,EMO,Financial Services,Asset Management,
EMPD,EMPD,Consumer Cyclical,Auto Manufacturers,
EMPG,EMPG,Healthcare,,
EMR,EMR,Industrials,,
ENB,ENB,Energy,Oil & Gas Midstream,
ENGS,ENGS,Industrials,Waste Management,
ENIC,ENIC,Utilities,Utilities—Regulated Electric,
ENLT,ENLT,Utilities,Utilities—Renewable,
ENOV,ENOV,Healthcare,Medical Devices,
ENPH,ENPH,Technology,Solar,
ENR,ENR,Industrials,Electrical Equipment & Parts,
ENS,ENS,Industrials,Electrical Equipment & Parts,
ENSC,ENSC,Healthcare,Biotechnology,
ENSG,ENSG,Healthcare,Medical Care Facilities,
ENTA,ENTA,Healthcare,Biotechnology,
ENTG,ENTG,Technology,Semiconductor Equipment & Materials,
ENTX,ENTX,Healthcare,Biotechnology,
ENVA,ENVA,Financial Services,Credit Services,
ENVX,ENVX,Industrials,Electrical Equipment & Parts,
EOG,EOG,Energy,,
EOI,EOI,Financial Services,Asset Management,
EOLS,EOLS,Healthcare,Drug Manufacturers—Specialty & Generic,
EONR,EONR,Energy,Oil & Gas E&P,
EOSE,EOSE,Industrials,Electrical Equipment & Parts,
EP,EP,Energy,Oil & Gas E&P,
EPAC,EPAC,Industrials,Specialty Industrial Machinery,
EPAM,EPAM,Technology,Information Technology Services,
EPC,EPC,Consumer Defensive,Household & Personal Products,
EPD,EPD,Energy,Oil & Gas Midstream,
EPM,EPM,Energy,Oil & Gas E&P,
EPOW,EPOW,Industrials,Electrical Equipment & Parts,
EPR,EPR,Real Estate,REIT—Specialty,
EPR-PE,EPR-PE,Real Estate,REIT—Specialty,
EPR-PG,EPR-PG,Real Estate,REIT—Specialty,
EPRT,EPRT,Real Estate,REIT—Retail,
EPSM,EPSM,Consumer Defensive,Beverages—Wineries & Distilleries,
EPSN,EPSN,Energy,Oil & Gas E&P,
EQ,EQ,Healthcare,Biotechnology,
EQBK,EQBK,Financial Services,Banks—Regional,
EQH,EQH,Financial Services,Asset Management,
EQH-PA,EQH-PA,Financial Services,Asset Management,
EQH-PC,EQH-PC,Financial Services,Asset Management,
EQIX,EQIX,Real Estate,,
EQNR,EQNR,Energy,Oil & Gas Integrated,
EQPT,EQPT,Industrials,Rental & Leasing Services,
EQR,EQR,Real Estate,,
EQS,EQS,Financial Services,Asset Management,
EQT,EQT,Energy,,
EQX,EQX,Basic Materials,Gold,
ERC,ERC,Financial Services,Asset Management,
ERH,ERH,Financial Services,Asset Management,
ERIC,ERIC,Technology,Communication Equipment,
ERIE,ERIE,Financial Services,,
ERII,ERII,Industrials,Pollution & Treatment Controls,
ERNA,ERNA,Healthcare,Biotechnology,
ERO,ERO,Basic Materials,Copper,
ES,ES,Utilities,,
ESAB,ESAB,Industrials,Metal Fabrication,
ESBA,ESBA,Real Estate,REIT—Office,
ESCA,ESCA,Consumer Cyclical,Leisure,
ESE,ESE,Technology,Scientific & Technical Instruments,
ESEA,ESEA,Industrials,Marine Shipping,
ESI,ESI,Basic Materials,Specialty Chemicals,
ESLT,ESLT,Industrials,Aerospace & Defense,
ESNT,ESNT,Financial Services,Insurance—Specialty,
ESOA,ESOA,Industrials,Engineering & Construction,
ESP,ESP,Industrials,Electrical Equipment & Parts,
ESQ,ESQ,Financial Services,Banks—Regional,
ESRT,ESRT,Real Estate,REIT—Diversified,
ESS,ESS,Real Estate,,
ESTA,ESTA,Healthcare,Medical Devices,
ESTC,ESTC,Technology,Software—Application,
ET,ET,Energy,Oil & Gas Midstream,
ET-PI,ET-PI,Energy,Oil & Gas Midstream,
ETB,ETB,Financial Services,Asset Management,
ETD,ETD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
ETG,ETG,Financial Services,Asset Management,
ETN,ETN,Industrials,,
ETO,ETO,Financial Services,Asset Management,
ETON,ETON,Healthcare,Drug Manufacturers—Specialty & Generic,
ETOR,ETOR,Financial Services,Capital Markets,
ETR,ETR,Utilities,,
ETS,ETS,Industrials,Trucking,
ETSY,ETSY,Consumer Cyclical,Internet Retail,
ETV,ETV,Financial Services,Asset Management,
ETW,ETW,Financial Services,Asset Management,
ETY,ETY,Financial Services,Asset Management,
EU,EU,Energy,Uranium,
EUDA,EUDA,Real Estate,Real Estate Services,
EVAX,EVAX,Healthcare,Biotechnology,
EVC,EVC,Communication Services,Advertising Agencies,
EVCM,EVCM,Technology,Software—Application,
EVER,EVER,Communication Services,Internet Content & Information,
EVF,EVF,Financial Services,Asset Management,
EVG,EVG,Financial Services,Asset Management,
EVGN,EVGN,Healthcare,Biotechnology,
EVGO,EVGO,Consumer Cyclical,Specialty Retail,
EVH,EVH,Healthcare,Health Information Services,
EVI,EVI,Industrials,Industrial Distribution,
EVLV,EVLV,Industrials,Security & Protection Services,
EVMN,EVMN,Healthcare,Biotechnology,
EVN,EVN,Financial Services,Asset Management,
EVO,EVO,Healthcare,Drug Manufacturers—Specialty & Generic,
EVR,EVR,Financial Services,Capital Markets,
EVRG,EVRG,Utilities,,
EVT,EVT,Financial Services,Asset Management,
EVTC,EVTC,Technology,Software—Infrastructure,
EVTL,EVTL,Industrials,Aerospace & Defense,
EVV,EVV,Financial Services,Asset Management,
EW,EW,Healthcare,,
EWBC,EWBC,Financial Services,Banks—Regional,
EXC,EXC,Utilities,,
EXE,EXE,Energy,,
EXEL,EXEL,Healthcare,Biotechnology,
EXFY,EXFY,Technology,Software—Application,
EXG,EXG,Financial Services,Asset Management,
EXK,EXK,Basic Materials,Silver,
EXLS,EXLS,Technology,Information Technology Services,
EXOD,EXOD,Technology,Software—Infrastructure,
EXOZ,EXOZ,Healthcare,Biotechnology,
EXP,EXP,Basic Materials,Building Materials,
EXPD,EXPD,Industrials,,
EXPE,EXPE,Consumer Cyclical,,
EXPO,EXPO,Industrials,Engineering & Construction,
EXR,EXR,Real Estate,,
EXTR,EXTR,Technology,Communication Equipment,
EYE,EYE,Consumer Cyclical,Specialty Retail,
EYPT,EYPT,Healthcare,Biotechnology,
EZGO,EZGO,Consumer Cyclical,Recreational Vehicles,
EZPW,EZPW,Financial Services,Credit Services,
EZRA,EZRA,Financial Services,Insurance Brokers,
F,F,Consumer Cyclical,,
FA,FA,Industrials,Specialty Business Services,
FABC,FABC,Technology,Semiconductors,
FAF,FAF,Financial Services,Insurance—Specialty,
FAMI,FAMI,Consumer Defensive,Packaged Foods,
FANG,FANG,Energy,,
FAST,FAST,Industrials,,
FATE,FATE,Healthcare,Biotechnology,
FATN,FATN,Technology,Software—Infrastructure,
FAX,FAX,Financial Services,Asset Management,
FBGL,FBGL,Industrials,Engineering & Construction,
FBIN,FBIN,Industrials,Building Products & Equipment,
FBIO,FBIO,Healthcare,Biotechnology,
FBIZ,FBIZ,Financial Services,Banks—Regional,
FBK,FBK,Financial Services,Banks—Regional,
FBLA,FBLA,Financial Services,Banks—Regional,
FBNC,FBNC,Financial Services,Banks—Regional,
FBP,FBP,Financial Services,Banks—Regional,
FBRT,FBRT,Real Estate,REIT—Mortgage,
FBYD,FBYD,Industrials,Conglomerates,
FC,FC,Consumer Defensive,Education & Training Services,
FCAP,FCAP,Financial Services,Banks—Regional,
FCBC,FCBC,Financial Services,Banks—Regional,
FCCO,FCCO,Financial Services,Banks—Regional,
FCEL,FCEL,Industrials,Electrical Equipment & Parts,
FCF,FCF,Financial Services,Banks—Regional,
FCFS,FCFS,Financial Services,Credit Services,
FCHL,FCHL,Consumer Defensive,Education & Training Services,
FCN,FCN,Industrials,Consulting Services,
FCNCA,FCNCA,Financial Services,Banks—Regional,
FCPT,FCPT,Real Estate,REIT—Retail,
FCT,FCT,Financial Services,Asset Management,
FCUV,FCUV,Technology,Scientific & Technical Instruments,
FCX,FCX,Basic Materials,,
FDBC,FDBC,Financial Services,Banks—Regional,
FDMT,FDMT,Healthcare,Biotechnology,
FDS,FDS,Financial Services,,
FDSB,FDSB,Financial Services,Banks—Regional,
FDUS,FDUS,Financial Services,Asset Management,
FDX,FDX,Industrials,,
FDXF,FDXF,Industrials,,
FE,FE,Utilities,,
FEBO,FEBO,Technology,Consumer Electronics,
FEDU,FEDU,Consumer Defensive,Education & Training Services,
FEED,FEED,Healthcare,Medical Devices,
FEIM,FEIM,Technology,Communication Equipment,
FELE,FELE,Industrials,Specialty Industrial Machinery,
FEMY,FEMY,Healthcare,Medical Instruments & Supplies,
FENC,FENC,Healthcare,Biotechnology,
FENG,FENG,Communication Services,Internet Content & Information,
FER,FER,Industrials,Engineering & Construction,
FERG,FERG,Industrials,Industrial Distribution,
FET,FET,Energy,Oil & Gas Equipment & Services,
FF,FF,Basic Materials,Specialty Chemicals,
FFA,FFA,Financial Services,Asset Management,
FFAI,FFAI,Consumer Cyclical,Auto Manufacturers,
FFBC,FFBC,Financial Services,Banks—Regional,
FFC,FFC,Financial Services,Asset Management,
FFIN,FFIN,Financial Services,Banks—Regional,
FFIV,FFIV,Technology,,
FG,FG,Financial Services,Insurance—Life,
FGBI,FGBI,Financial Services,Banks—Regional,
FGI,FGI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
FGL,FGL,Industrials,Engineering & Construction,
FGNX,FGNX,Financial Services,Asset Management,
FHB,FHB,Financial Services,Banks—Regional,
FHI,FHI,Financial Services,Asset Management,
FHN,FHN,Financial Services,Banks—Regional,
FHTX,FHTX,Healthcare,Biotechnology,
FIBK,FIBK,Financial Services,Banks—Regional,
FICO,FICO,Technology,,
FIEE,FIEE,Technology,Communication Equipment,
FIG,FIG,Technology,Software—Application,
FIGR,FIGR,Financial Services,Capital Markets,
FIGS,FIGS,Consumer Cyclical,Apparel Manufacturing,
FINV,FINV,Financial Services,Credit Services,
FINW,FINW,Financial Services,Banks—Regional,
FIP,FIP,Industrials,Conglomerates,
FIRY,FIRY,Communication Services,Electronic Gaming & Multimedia,
FIS,FIS,Financial Services,,
FISI,FISI,Financial Services,Banks—Regional,
FISV,FISV,Financial Services,,
FITB,FITB,Financial Services,,
FIVE,FIVE,Consumer Cyclical,Specialty Retail,
FIVN,FIVN,Technology,Software—Infrastructure,
FIX,FIX,Industrials,,
FIZZ,FIZZ,Consumer Defensive,Beverages—Non-Alcoholic,
FKWL,FKWL,Technology,Communication Equipment,
FLC,FLC,Financial Services,Asset Management,
FLD,FLD,Financial Services,Capital Markets,
FLEX,FLEX,Technology,,
FLG,FLG,Financial Services,Banks—Regional,
FLGT,FLGT,Healthcare,Diagnostics & Research,
FLL,FLL,Consumer Cyclical,Resorts & Casinos,
FLNC,FLNC,Utilities,Utilities—Renewable,
FLNG,FLNG,Energy,Oil & Gas Midstream,
FLNT,FLNT,Communication Services,Advertising Agencies,
FLO,FLO,Consumer Defensive,Packaged Foods,
FLOC,FLOC,Energy,Oil & Gas Equipment & Services,
FLR,FLR,Industrials,Engineering & Construction,
FLS,FLS,Industrials,Specialty Industrial Machinery,
FLUT,FLUT,Consumer Cyclical,Gambling,
FLUX,FLUX,Industrials,Electrical Equipment & Parts,
FLWS,FLWS,Consumer Cyclical,Specialty Retail,
FLX,FLX,Industrials,Integrated Freight & Logistics,
FLXS,FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
FLY,FLY,Industrials,Aerospace & Defense,
FLYE,FLYE,Consumer Cyclical,Auto Manufacturers,
FLYW,FLYW,Technology,Software—Infrastructure,
FLYX,FLYX,Industrials,Airlines,
FLZH,FLZH,Communication Services,Broadcasting,
FMAO,FMAO,Financial Services,Banks—Regional,
FMBH,FMBH,Financial Services,Banks—Regional,
FMC,FMC,Basic Materials,Agricultural Inputs,
FMFC,FMFC,Consumer Cyclical,Footwear & Accessories,
FMN,FMN,Financial Services,Asset Management,
FMNB,FMNB,Financial Services,Banks—Regional,
FMS,FMS,Healthcare,Medical Care Facilities,
FMX,FMX,Consumer Defensive,Beverages—Brewers,
FMY,FMY,Financial Services,Asset Management,
FN,FN,Technology,Electronic Components,
FNB,FNB,Financial Services,Banks—Regional,
FND,FND,Consumer Cyclical,Home Improvement Retail,
FNF,FNF,Financial Services,Insurance—Specialty,
FNGR,FNGR,Communication Services,Telecom Services,
FNKO,FNKO,Consumer Cyclical,Leisure,
FNLC,FNLC,Financial Services,Banks—Regional,
FNRN,FNRN,Financial Services,Banks—Regional,
FNV,FNV,Basic Materials,Gold,
FNWB,FNWB,Financial Services,Banks—Regional,
FNWD,FNWD,Financial Services,Banks—Regional,
FOA,FOA,Financial Services,Credit Services,
FOCL,FOCL,Healthcare,Medical Distribution,
FOFO,FOFO,Industrials,Consulting Services,
FOR,FOR,Real Estate,Real Estate—Development,
FORM,FORM,Technology,Semiconductor Equipment & Materials,
FORR,FORR,Industrials,Consulting Services,
FORTY,FORTY,Technology,Information Technology Services,
FOSL,FOSL,Consumer Cyclical,Footwear & Accessories,
FOUR,FOUR,Technology,Software—Infrastructure,
FOX,FOX,Communication Services,,
FOXA,FOXA,Communication Services,,
FOXF,FOXF,Consumer Cyclical,Auto Parts,
FOXX,FOXX,Technology,Consumer Electronics,
FPH,FPH,Real Estate,Real Estate—Development,
FPI,FPI,Real Estate,REIT—Specialty,
FPS,FPS,Industrials,Electrical Equipment & Parts,
FR,FR,Real Estate,REIT—Industrial,
FRA,FRA,Financial Services,Asset Management,
FRAF,FRAF,Financial Services,Banks—Regional,
FRD,FRD,Basic Materials,Steel,
FRGT,FRGT,Technology,Software—Application,
FRHC,FRHC,Financial Services,Financial Conglomerates,
FRME,FRME,Financial Services,Banks—Regional,
FRMI,FRMI,Real Estate,REIT—Specialty,
FRMM,FRMM,Technology,Software—Application,
FRNM,FRNM,Healthcare,Diagnostics & Research,
FRO,FRO,Energy,Oil & Gas Midstream,
FROG,FROG,Technology,Software—Application,
FRPH,FRPH,Real Estate,Real Estate Services,
FRPT,FRPT,Consumer Defensive,Packaged Foods,
FRSH,FRSH,Technology,Software—Application,
FRST,FRST,Financial Services,Banks—Regional,
FRSX,FRSX,Consumer Cyclical,Auto Parts,
FRT,FRT,Real Estate,,
FSBC,FSBC,Financial Services,Banks—Regional,
FSBW,FSBW,Financial Services,Banks—Regional,
FSEA,FSEA,Financial Services,Banks—Regional,
FSI,FSI,Basic Materials,Specialty Chemicals,
FSK,FSK,Financial Services,Asset Management,
FSLR,FSLR,Technology,,
FSLY,FSLY,Technology,Software—Application,
FSM,FSM,Basic Materials,Gold,
FSP,FSP,Real Estate,REIT—Office,
FSS,FSS,Industrials,Farm & Heavy Construction Machinery,
FSTR,FSTR,Industrials,Railroads,
FSUN,FSUN,Financial Services,Banks—Regional,
FSV,FSV,Real Estate,Real Estate Services,
FT,FT,Financial Services,Asset Management,
FTAI,FTAI,Industrials,Aerospace & Defense,
FTCI,FTCI,Technology,Solar,
FTDR,FTDR,Consumer Cyclical,Personal Services,
FTEK,FTEK,Industrials,Pollution & Treatment Controls,
FTF,FTF,Financial Services,Asset Management,
FTFT,FTFT,Technology,Software—Application,
FTHM,FTHM,Real Estate,Real Estate Services,
